Sample,Metric,Detour Difference
88,Uniformified 32-bit Hash Metric Distance,-0.417849
88,Uniformified 32-bit Symmetric Wrap Metric Distance,0.276783
88,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00196
89,Uniformified 32-bit Hamming Metric Distance,-0.338116
89,Uniformified 32-bit Approx Dual Streak Metric Distance,0.178232
89,Uniformified 32-bit Hash Metric Distance,0.526937
89,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0512603
89,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00166
90,Uniformified 32-bit Hamming Metric Distance,-0.130937
90,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.030247
90,Uniformified 32-bit Hash Metric Distance,0.285032
90,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00312293
90,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00140553
91,Uniformified 32-bit Hamming Metric Distance,1.02385
91,Uniformified 32-bit Approx Dual Streak Metric Distance,1.25597
91,Uniformified 32-bit Hash Metric Distance,0.0706109
91,Uniformified 32-bit Symmetric Wrap Metric Distance,0.909954
91,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0141111
92,Uniformified 32-bit Hamming Metric Distance,0.909109
92,Uniformified 32-bit Approx Dual Streak Metric Distance,0.884462
92,Uniformified 32-bit Hash Metric Distance,0.468949
92,Uniformified 32-bit Symmetric Wrap Metric Distance,1.19464
92,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.012262
93,Uniformified 32-bit Hamming Metric Distance,0.452055
93,Uniformified 32-bit Approx Dual Streak Metric Distance,0.59944
93,Uniformified 32-bit Hash Metric Distance,0.00152435
93,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00528361
93,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996893
94,Uniformified 32-bit Hamming Metric Distance,0.711229
94,Uniformified 32-bit Approx Dual Streak Metric Distance,0.246025
94,Uniformified 32-bit Hash Metric Distance,0.419556
94,Uniformified 32-bit Symmetric Wrap Metric Distance,0.261051
94,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00338063
95,Uniformified 32-bit Hamming Metric Distance,1.40946
95,Uniformified 32-bit Approx Dual Streak Metric Distance,1.55454
95,Uniformified 32-bit Hash Metric Distance,-0.173728
95,Uniformified 32-bit Symmetric Wrap Metric Distance,0.286173
95,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00102418
96,Uniformified 32-bit Hamming Metric Distance,0.507399
96,Uniformified 32-bit Approx Dual Streak Metric Distance,0.712379
96,Uniformified 32-bit Hash Metric Distance,0.66767
96,Uniformified 32-bit Symmetric Wrap Metric Distance,0.949166
96,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000555087
97,Uniformified 32-bit Hamming Metric Distance,0.235526
97,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.4975
97,Uniformified 32-bit Hash Metric Distance,0.919961
97,Uniformified 32-bit Symmetric Wrap Metric Distance,0.31842
97,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996146
98,Uniformified 32-bit Hamming Metric Distance,0.814619
98,Uniformified 32-bit Approx Dual Streak Metric Distance,0.941956
98,Uniformified 32-bit Hash Metric Distance,-0.123531
98,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00584228
98,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00329737
99,Uniformified 32-bit Hamming Metric Distance,0.145135
99,Uniformified 32-bit Approx Dual Streak Metric Distance,0.180282
99,Uniformified 32-bit Hash Metric Distance,0.352793
99,Uniformified 32-bit Symmetric Wrap Metric Distance,0.456903
99,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99609
100,Uniformified 32-bit Hamming Metric Distance,1.06584
100,Uniformified 32-bit Approx Dual Streak Metric Distance,1.40506
100,Uniformified 32-bit Hash Metric Distance,0.965604
100,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0015257
100,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997538
101,Uniformified 32-bit Hamming Metric Distance,1.24248
101,Uniformified 32-bit Approx Dual Streak Metric Distance,0.885611
101,Uniformified 32-bit Hash Metric Distance,0.232716
101,Uniformified 32-bit Symmetric Wrap Metric Distance,0.822679
101,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.9919
102,Uniformified 32-bit Hamming Metric Distance,0.764674
102,Uniformified 32-bit Approx Dual Streak Metric Distance,0.964904
102,Uniformified 32-bit Hash Metric Distance,0.633672
102,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0110557
102,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00938
103,Uniformified 32-bit Hamming Metric Distance,1.23773
103,Uniformified 32-bit Approx Dual Streak Metric Distance,0.821618
103,Uniformified 32-bit Hash Metric Distance,0.905492
103,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00745481
103,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00200465
104,Uniformified 32-bit Hamming Metric Distance,0.452055
104,Uniformified 32-bit Approx Dual Streak Metric Distance,1.25047
104,Uniformified 32-bit Hash Metric Distance,-0.145056
104,Uniformified 32-bit Symmetric Wrap Metric Distance,0.264254
104,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000399747
105,Uniformified 32-bit Hamming Metric Distance,0.749875
105,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
105,Uniformified 32-bit Hash Metric Distance,0.710366
105,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00361502
105,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00205874
106,Uniformified 32-bit Hamming Metric Distance,0.509499
106,Uniformified 32-bit Approx Dual Streak Metric Distance,0.992401
106,Uniformified 32-bit Hash Metric Distance,-0.159614
106,Uniformified 32-bit Symmetric Wrap Metric Distance,0.327696
106,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00032156
107,Uniformified 32-bit Hamming Metric Distance,0.637736
107,Uniformified 32-bit Approx Dual Streak Metric Distance,0.823668
107,Uniformified 32-bit Hash Metric Distance,0.719224
107,Uniformified 32-bit Symmetric Wrap Metric Distance,0.734396
107,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00356945
108,Uniformified 32-bit Hamming Metric Distance,1.07854
108,Uniformified 32-bit Approx Dual Streak Metric Distance,1.34832
108,Uniformified 32-bit Hash Metric Distance,0.444922
108,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0696106
108,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00026
109,Uniformified 32-bit Hamming Metric Distance,0.762574
109,Uniformified 32-bit Approx Dual Streak Metric Distance,0.290821
109,Uniformified 32-bit Hash Metric Distance,1.77475
109,Uniformified 32-bit Symmetric Wrap Metric Distance,1.00366
109,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991045
110,Uniformified 32-bit Hamming Metric Distance,0.449405
110,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
110,Uniformified 32-bit Hash Metric Distance,0.605637
110,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00123051
110,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00118147
111,Uniformified 32-bit Hamming Metric Distance,0.749875
111,Uniformified 32-bit Approx Dual Streak Metric Distance,0.924208
111,Uniformified 32-bit Hash Metric Distance,0.267293
111,Uniformified 32-bit Symmetric Wrap Metric Distance,0.453384
111,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000343653
112,Uniformified 32-bit Hamming Metric Distance,0.70458
112,Uniformified 32-bit Approx Dual Streak Metric Distance,1.61074
112,Uniformified 32-bit Hash Metric Distance,1.63996
112,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00908986
112,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00576026
113,Uniformified 32-bit Hamming Metric Distance,0.916708
113,Uniformified 32-bit Approx Dual Streak Metric Distance,1.04335
113,Uniformified 32-bit Hash Metric Distance,1.23712
113,Uniformified 32-bit Symmetric Wrap Metric Distance,0.784626
113,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998206
114,Uniformified 32-bit Hamming Metric Distance,1.13029
114,Uniformified 32-bit Approx Dual Streak Metric Distance,1.06719
114,Uniformified 32-bit Hash Metric Distance,1.0935
114,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00611945
114,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999477
115,Uniformified 32-bit Hamming Metric Distance,0.749875
115,Uniformified 32-bit Approx Dual Streak Metric Distance,1.22903
115,Uniformified 32-bit Hash Metric Distance,0.703698
115,Uniformified 32-bit Symmetric Wrap Metric Distance,0.32666
115,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00248
116,Uniformified 32-bit Hamming Metric Distance,0.633037
116,Uniformified 32-bit Approx Dual Streak Metric Distance,0.535946
116,Uniformified 32-bit Hash Metric Distance,0.113297
116,Uniformified 32-bit Symmetric Wrap Metric Distance,0.200075
116,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989697
117,Uniformified 32-bit Hamming Metric Distance,0.0433957
117,Uniformified 32-bit Approx Dual Streak Metric Distance,0.690981
117,Uniformified 32-bit Hash Metric Distance,1.12131
117,Uniformified 32-bit Symmetric Wrap Metric Distance,1.03955
117,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0026855
118,Uniformified 32-bit Hamming Metric Distance,-0.182882
118,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00519948
118,Uniformified 32-bit Hash Metric Distance,0.744408
118,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00126571
118,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00450253
119,Uniformified 32-bit Hamming Metric Distance,-0.0236476
119,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
119,Uniformified 32-bit Hash Metric Distance,1.21488
119,Uniformified 32-bit Symmetric Wrap Metric Distance,1.15
119,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990041
120,Uniformified 32-bit Hamming Metric Distance,0.490701
120,Uniformified 32-bit Approx Dual Streak Metric Distance,0.242376
120,Uniformified 32-bit Hash Metric Distance,-0.369976
120,Uniformified 32-bit Symmetric Wrap Metric Distance,0.328145
120,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00102
121,Uniformified 32-bit Hamming Metric Distance,1.00905
121,Uniformified 32-bit Approx Dual Streak Metric Distance,0.389311
121,Uniformified 32-bit Hash Metric Distance,0.609995
121,Uniformified 32-bit Symmetric Wrap Metric Distance,1.2074
121,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000671917
122,Uniformified 32-bit Hamming Metric Distance,0.728127
122,Uniformified 32-bit Approx Dual Streak Metric Distance,1.09034
122,Uniformified 32-bit Hash Metric Distance,0.620859
122,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00202145
122,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00245204
123,Uniformified 32-bit Hamming Metric Distance,0.4956
123,Uniformified 32-bit Approx Dual Streak Metric Distance,0.211629
123,Uniformified 32-bit Hash Metric Distance,1.14896
123,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0933597
123,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993829
124,Uniformified 32-bit Hamming Metric Distance,1.23773
124,Uniformified 32-bit Approx Dual Streak Metric Distance,1.33652
124,Uniformified 32-bit Hash Metric Distance,0.0804075
124,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0022253
124,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000728598
125,Uniformified 32-bit Hamming Metric Distance,1.20383
125,Uniformified 32-bit Approx Dual Streak Metric Distance,1.06949
125,Uniformified 32-bit Hash Metric Distance,0.895157
125,Uniformified 32-bit Symmetric Wrap Metric Distance,0.661037
125,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999903
126,Uniformified 32-bit Hamming Metric Distance,0.00284972
126,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.154385
126,Uniformified 32-bit Hash Metric Distance,0.726467
126,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00394378
126,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991828
127,Uniformified 32-bit Hamming Metric Distance,0.968503
127,Uniformified 32-bit Approx Dual Streak Metric Distance,0.588391
127,Uniformified 32-bit Hash Metric Distance,0.773203
127,Uniformified 32-bit Symmetric Wrap Metric Distance,0.359867
127,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0047917
128,Uniformified 32-bit Hamming Metric Distance,0.49735
128,Uniformified 32-bit Approx Dual Streak Metric Distance,0.340666
128,Uniformified 32-bit Hash Metric Distance,-0.0105603
128,Uniformified 32-bit Symmetric Wrap Metric Distance,0.871607
128,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0102428
129,Uniformified 32-bit Hamming Metric Distance,0.20068
129,Uniformified 32-bit Approx Dual Streak Metric Distance,0.222778
129,Uniformified 32-bit Hash Metric Distance,-0.3448
129,Uniformified 32-bit Symmetric Wrap Metric Distance,1.66769
129,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00645814
130,Uniformified 32-bit Hamming Metric Distance,1.55844
130,Uniformified 32-bit Approx Dual Streak Metric Distance,1.66083
130,Uniformified 32-bit Hash Metric Distance,0.392885
130,Uniformified 32-bit Symmetric Wrap Metric Distance,0.661509
130,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997688
131,Uniformified 32-bit Hamming Metric Distance,1.19068
131,Uniformified 32-bit Approx Dual Streak Metric Distance,0.975602
131,Uniformified 32-bit Hash Metric Distance,0.391101
131,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0039732
131,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00360382
132,Uniformified 32-bit Hamming Metric Distance,-0.237226
132,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.220877
132,Uniformified 32-bit Hash Metric Distance,-0.352552
132,Uniformified 32-bit Symmetric Wrap Metric Distance,1.12779
132,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.982667
133,Uniformified 32-bit Hamming Metric Distance,0.0646935
133,Uniformified 32-bit Approx Dual Streak Metric Distance,0.5004
133,Uniformified 32-bit Hash Metric Distance,-0.326386
133,Uniformified 32-bit Symmetric Wrap Metric Distance,0.302456
133,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00612443
134,Uniformified 32-bit Hamming Metric Distance,-0.147285
134,Uniformified 32-bit Approx Dual Streak Metric Distance,0.141586
134,Uniformified 32-bit Hash Metric Distance,-0.0463321
134,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00300206
134,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00094
135,Uniformified 32-bit Hamming Metric Distance,0.983302
135,Uniformified 32-bit Approx Dual Streak Metric Distance,1.33912
135,Uniformified 32-bit Hash Metric Distance,0.0921178
135,Uniformified 32-bit Symmetric Wrap Metric Distance,0.358756
135,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00413936
136,Uniformified 32-bit Hamming Metric Distance,1.00905
136,Uniformified 32-bit Approx Dual Streak Metric Distance,1.24128
136,Uniformified 32-bit Hash Metric Distance,0.28128
136,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00131324
136,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0030835
137,Uniformified 32-bit Hamming Metric Distance,0.350265
137,Uniformified 32-bit Approx Dual Streak Metric Distance,0.787571
137,Uniformified 32-bit Hash Metric Distance,1.14245
137,Uniformified 32-bit Symmetric Wrap Metric Distance,0.31243
137,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00208524
138,Uniformified 32-bit Hamming Metric Distance,0.335466
138,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.355514
138,Uniformified 32-bit Hash Metric Distance,1.52739
138,Uniformified 32-bit Symmetric Wrap Metric Distance,1.00384
138,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0112607
139,Uniformified 32-bit Hamming Metric Distance,0.531247
139,Uniformified 32-bit Approx Dual Streak Metric Distance,1.28072
139,Uniformified 32-bit Hash Metric Distance,1.30155
139,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00192504
139,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00104
140,Uniformified 32-bit Hamming Metric Distance,-0.278822
140,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.00879912
140,Uniformified 32-bit Hash Metric Distance,0.3808
140,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00141275
140,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00151
141,Uniformified 32-bit Hamming Metric Distance,-0.617938
141,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0787921
141,Uniformified 32-bit Hash Metric Distance,0.194493
141,Uniformified 32-bit Symmetric Wrap Metric Distance,0.479427
141,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999172
142,Uniformified 32-bit Hamming Metric Distance,0.233427
142,Uniformified 32-bit Approx Dual Streak Metric Distance,0.752925
142,Uniformified 32-bit Hash Metric Distance,0.317541
142,Uniformified 32-bit Symmetric Wrap Metric Distance,1.31377
142,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00703512
143,Uniformified 32-bit Hamming Metric Distance,0.00474953
143,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
143,Uniformified 32-bit Hash Metric Distance,0.130492
143,Uniformified 32-bit Symmetric Wrap Metric Distance,0.522913
143,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00026
144,Uniformified 32-bit Hamming Metric Distance,0.725827
144,Uniformified 32-bit Approx Dual Streak Metric Distance,1.19138
144,Uniformified 32-bit Hash Metric Distance,0.461851
144,Uniformified 32-bit Symmetric Wrap Metric Distance,1.1681
144,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.013249
145,Uniformified 32-bit Hamming Metric Distance,0.747775
145,Uniformified 32-bit Approx Dual Streak Metric Distance,1.20273
145,Uniformified 32-bit Hash Metric Distance,0.73235
145,Uniformified 32-bit Symmetric Wrap Metric Distance,0.118283
145,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00320988
146,Uniformified 32-bit Hamming Metric Distance,1.07854
146,Uniformified 32-bit Approx Dual Streak Metric Distance,1.0081
146,Uniformified 32-bit Hash Metric Distance,-0.447919
146,Uniformified 32-bit Symmetric Wrap Metric Distance,0.646601
146,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00073
147,Uniformified 32-bit Hamming Metric Distance,1.23863
