Sample,Metric,Detour Difference
2393,Uniformified 32-bit Hash Metric Distance,-0.199027
2393,Uniformified 32-bit Symmetric Wrap Metric Distance,0.455042
2393,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998941
2394,Uniformified 32-bit Hamming Metric Distance,0.963754
2394,Uniformified 32-bit Approx Dual Streak Metric Distance,0.828567
2394,Uniformified 32-bit Hash Metric Distance,0.839467
2394,Uniformified 32-bit Symmetric Wrap Metric Distance,0.383159
2394,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00626417
2395,Uniformified 32-bit Hamming Metric Distance,0.490701
2395,Uniformified 32-bit Approx Dual Streak Metric Distance,0.10369
2395,Uniformified 32-bit Hash Metric Distance,0.51835
2395,Uniformified 32-bit Symmetric Wrap Metric Distance,0.194966
2395,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000629438
2396,Uniformified 32-bit Hamming Metric Distance,1.00905
2396,Uniformified 32-bit Approx Dual Streak Metric Distance,0.59699
2396,Uniformified 32-bit Hash Metric Distance,0.120983
2396,Uniformified 32-bit Symmetric Wrap Metric Distance,0.551711
2396,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00139
2397,Uniformified 32-bit Hamming Metric Distance,0.531247
2397,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
2397,Uniformified 32-bit Hash Metric Distance,0.333615
2397,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0491171
2397,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99117
2398,Uniformified 32-bit Hamming Metric Distance,0.0168983
2398,Uniformified 32-bit Approx Dual Streak Metric Distance,0.254875
2398,Uniformified 32-bit Hash Metric Distance,0.314755
2398,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0564045
2398,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00102
2399,Uniformified 32-bit Hamming Metric Distance,0.490701
2399,Uniformified 32-bit Approx Dual Streak Metric Distance,1.12234
2399,Uniformified 32-bit Hash Metric Distance,1.23853
2399,Uniformified 32-bit Symmetric Wrap Metric Distance,0.350441
2399,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00372473
2400,Uniformified 32-bit Hamming Metric Distance,0.235526
2400,Uniformified 32-bit Approx Dual Streak Metric Distance,0.189381
2400,Uniformified 32-bit Hash Metric Distance,1.18386
2400,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0402511
2400,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00015
2401,Uniformified 32-bit Hamming Metric Distance,1.02175
2401,Uniformified 32-bit Approx Dual Streak Metric Distance,0.482652
2401,Uniformified 32-bit Hash Metric Distance,-0.107363
2401,Uniformified 32-bit Symmetric Wrap Metric Distance,1.44981
2401,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.004288
2402,Uniformified 32-bit Hamming Metric Distance,0.233427
2402,Uniformified 32-bit Approx Dual Streak Metric Distance,0.245475
2402,Uniformified 32-bit Hash Metric Distance,1.04669
2402,Uniformified 32-bit Symmetric Wrap Metric Distance,0.703084
2402,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00238829
2403,Uniformified 32-bit Hamming Metric Distance,0.551495
2403,Uniformified 32-bit Approx Dual Streak Metric Distance,0.466503
2403,Uniformified 32-bit Hash Metric Distance,1.16134
2403,Uniformified 32-bit Symmetric Wrap Metric Distance,1.12762
2403,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00342189
2404,Uniformified 32-bit Hamming Metric Distance,0.490701
2404,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.229327
2404,Uniformified 32-bit Hash Metric Distance,-0.365407
2404,Uniformified 32-bit Symmetric Wrap Metric Distance,0.299923
2404,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00175
2405,Uniformified 32-bit Hamming Metric Distance,0.449405
2405,Uniformified 32-bit Approx Dual Streak Metric Distance,1.05469
2405,Uniformified 32-bit Hash Metric Distance,0.503999
2405,Uniformified 32-bit Symmetric Wrap Metric Distance,0.568933
2405,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00358043
2406,Uniformified 32-bit Hamming Metric Distance,0.0179482
2406,Uniformified 32-bit Approx Dual Streak Metric Distance,0.305769
2406,Uniformified 32-bit Hash Metric Distance,0.784189
2406,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00164615
2406,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00081
2407,Uniformified 32-bit Hamming Metric Distance,0.0179482
2407,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
2407,Uniformified 32-bit Hash Metric Distance,0.31433
2407,Uniformified 32-bit Symmetric Wrap Metric Distance,1.76596
2407,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.988398
2408,Uniformified 32-bit Hamming Metric Distance,0.272073
2408,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
2408,Uniformified 32-bit Hash Metric Distance,0.338564
2408,Uniformified 32-bit Symmetric Wrap Metric Distance,0.474493
2408,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.984112
2409,Uniformified 32-bit Hamming Metric Distance,0.590641
2409,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.206329
2409,Uniformified 32-bit Hash Metric Distance,-0.159457
2409,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.000918955
2409,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00411367
2410,Uniformified 32-bit Hamming Metric Distance,-0.573043
2410,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.340666
2410,Uniformified 32-bit Hash Metric Distance,0.495155
2410,Uniformified 32-bit Symmetric Wrap Metric Distance,0.257821
2410,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00383797
2411,Uniformified 32-bit Hamming Metric Distance,1.73038
2411,Uniformified 32-bit Approx Dual Streak Metric Distance,1.62484
2411,Uniformified 32-bit Hash Metric Distance,0.47293
2411,Uniformified 32-bit Symmetric Wrap Metric Distance,0.591218
2411,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00906109
2412,Uniformified 32-bit Hamming Metric Distance,0.749875
2412,Uniformified 32-bit Approx Dual Streak Metric Distance,0.554345
2412,Uniformified 32-bit Hash Metric Distance,1.14494
2412,Uniformified 32-bit Symmetric Wrap Metric Distance,0.791961
2412,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994218
2413,Uniformified 32-bit Hamming Metric Distance,1.68993
2413,Uniformified 32-bit Approx Dual Streak Metric Distance,1.27697
2413,Uniformified 32-bit Hash Metric Distance,0.43403
2413,Uniformified 32-bit Symmetric Wrap Metric Distance,1.15969
2413,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.981079
2414,Uniformified 32-bit Hamming Metric Distance,0.983302
2414,Uniformified 32-bit Approx Dual Streak Metric Distance,0.512049
2414,Uniformified 32-bit Hash Metric Distance,0.368845
2414,Uniformified 32-bit Symmetric Wrap Metric Distance,0.272335
2414,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00398895
2415,Uniformified 32-bit Hamming Metric Distance,1.00905
2415,Uniformified 32-bit Approx Dual Streak Metric Distance,1.10654
2415,Uniformified 32-bit Hash Metric Distance,-0.347667
2415,Uniformified 32-bit Symmetric Wrap Metric Distance,1.15927
2415,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989673
2416,Uniformified 32-bit Hamming Metric Distance,0.243126
2416,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0265973
2416,Uniformified 32-bit Hash Metric Distance,-0.121902
2416,Uniformified 32-bit Symmetric Wrap Metric Distance,0.408122
2416,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997512
2417,Uniformified 32-bit Hamming Metric Distance,0.749875
2417,Uniformified 32-bit Approx Dual Streak Metric Distance,0.423608
2417,Uniformified 32-bit Hash Metric Distance,0.381072
2417,Uniformified 32-bit Symmetric Wrap Metric Distance,0.879161
2417,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997822
2418,Uniformified 32-bit Hamming Metric Distance,0.0168983
2418,Uniformified 32-bit Approx Dual Streak Metric Distance,0.169783
2418,Uniformified 32-bit Hash Metric Distance,0.337733
2418,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00311597
2418,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000754195
2419,Uniformified 32-bit Hamming Metric Distance,0.764674
2419,Uniformified 32-bit Approx Dual Streak Metric Distance,0.693881
2419,Uniformified 32-bit Hash Metric Distance,0.498592
2419,Uniformified 32-bit Symmetric Wrap Metric Distance,0.873368
2419,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0127062
2420,Uniformified 32-bit Hamming Metric Distance,0.509999
2420,Uniformified 32-bit Approx Dual Streak Metric Distance,0.541446
2420,Uniformified 32-bit Hash Metric Distance,0.718509
2420,Uniformified 32-bit Symmetric Wrap Metric Distance,1.01204
2420,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998344
2421,Uniformified 32-bit Hamming Metric Distance,0.569043
2421,Uniformified 32-bit Approx Dual Streak Metric Distance,0.260724
2421,Uniformified 32-bit Hash Metric Distance,0.905054
2421,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0015217
2421,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00041
2422,Uniformified 32-bit Hamming Metric Distance,0.983452
2422,Uniformified 32-bit Approx Dual Streak Metric Distance,0.323568
2422,Uniformified 32-bit Hash Metric Distance,1.18882
2422,Uniformified 32-bit Symmetric Wrap Metric Distance,0.588758
2422,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00217
2423,Uniformified 32-bit Hamming Metric Distance,0.492601
2423,Uniformified 32-bit Approx Dual Streak Metric Distance,0.848665
2423,Uniformified 32-bit Hash Metric Distance,-0.386732
2423,Uniformified 32-bit Symmetric Wrap Metric Distance,0.199419
2423,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000919007
2424,Uniformified 32-bit Hamming Metric Distance,-0.178882
2424,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
2424,Uniformified 32-bit Hash Metric Distance,0.309819
2424,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00127789
2424,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00246
2425,Uniformified 32-bit Hamming Metric Distance,0.218628
2425,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
2425,Uniformified 32-bit Hash Metric Distance,-0.0198217
2425,Uniformified 32-bit Symmetric Wrap Metric Distance,0.766546
2425,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0107136
2426,Uniformified 32-bit Hamming Metric Distance,0.983452
2426,Uniformified 32-bit Approx Dual Streak Metric Distance,0.355464
2426,Uniformified 32-bit Hash Metric Distance,1.16681
2426,Uniformified 32-bit Symmetric Wrap Metric Distance,1.15572
2426,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0121408
2427,Uniformified 32-bit Hamming Metric Distance,0.235526
2427,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.330117
2427,Uniformified 32-bit Hash Metric Distance,1.00948
2427,Uniformified 32-bit Symmetric Wrap Metric Distance,0.439537
2427,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00718434
2428,Uniformified 32-bit Hamming Metric Distance,-0.000149985
2428,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.111439
2428,Uniformified 32-bit Hash Metric Distance,0.824154
2428,Uniformified 32-bit Symmetric Wrap Metric Distance,0.205172
2428,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00045
2429,Uniformified 32-bit Hamming Metric Distance,0.0216478
2429,Uniformified 32-bit Approx Dual Streak Metric Distance,0.238626
2429,Uniformified 32-bit Hash Metric Distance,-0.372766
2429,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00635721
2429,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00422192
2430,Uniformified 32-bit Hamming Metric Distance,0.531247
2430,Uniformified 32-bit Approx Dual Streak Metric Distance,0.643736
2430,Uniformified 32-bit Hash Metric Distance,-0.0218445
2430,Uniformified 32-bit Symmetric Wrap Metric Distance,1.19464
2430,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0139818
2431,Uniformified 32-bit Hamming Metric Distance,0.764674
2431,Uniformified 32-bit Approx Dual Streak Metric Distance,0.736276
2431,Uniformified 32-bit Hash Metric Distance,0.965835
2431,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998994
2431,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0130802
2432,Uniformified 32-bit Hamming Metric Distance,0.419108
2432,Uniformified 32-bit Approx Dual Streak Metric Distance,0.727927
2432,Uniformified 32-bit Hash Metric Distance,1.70255
2432,Uniformified 32-bit Symmetric Wrap Metric Distance,0.574206
2432,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00647123
2433,Uniformified 32-bit Hamming Metric Distance,0.490701
2433,Uniformified 32-bit Approx Dual Streak Metric Distance,0.278072
2433,Uniformified 32-bit Hash Metric Distance,0.202076
2433,Uniformified 32-bit Symmetric Wrap Metric Distance,1.08095
2433,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.986642
2434,Uniformified 32-bit Hamming Metric Distance,1.62319
2434,Uniformified 32-bit Approx Dual Streak Metric Distance,1.07794
2434,Uniformified 32-bit Hash Metric Distance,1.15407
2434,Uniformified 32-bit Symmetric Wrap Metric Distance,0.17453
2434,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99284
2435,Uniformified 32-bit Hamming Metric Distance,-0.129187
2435,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0870413
2435,Uniformified 32-bit Hash Metric Distance,0.881259
2435,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0863671
2435,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992533
2436,Uniformified 32-bit Hamming Metric Distance,0.916708
2436,Uniformified 32-bit Approx Dual Streak Metric Distance,0.70308
2436,Uniformified 32-bit Hash Metric Distance,0.856597
2436,Uniformified 32-bit Symmetric Wrap Metric Distance,0.59018
2436,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.987964
2437,Uniformified 32-bit Hamming Metric Distance,1.52145
2437,Uniformified 32-bit Approx Dual Streak Metric Distance,1.81687
2437,Uniformified 32-bit Hash Metric Distance,0.343813
2437,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00549826
2437,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00441
2438,Uniformified 32-bit Hamming Metric Distance,-0.362764
2438,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.70123
2438,Uniformified 32-bit Hash Metric Distance,0.0267408
2438,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00174244
2438,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000862899
2439,Uniformified 32-bit Hamming Metric Distance,0.235526
2439,Uniformified 32-bit Approx Dual Streak Metric Distance,0.829367
2439,Uniformified 32-bit Hash Metric Distance,0.832753
2439,Uniformified 32-bit Symmetric Wrap Metric Distance,0.765807
2439,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999615
2440,Uniformified 32-bit Hamming Metric Distance,0.276822
2440,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
2440,Uniformified 32-bit Hash Metric Distance,0.395597
2440,Uniformified 32-bit Symmetric Wrap Metric Distance,0.111811
2440,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00149728
2441,Uniformified 32-bit Hamming Metric Distance,0.159934
2441,Uniformified 32-bit Approx Dual Streak Metric Distance,0.10004
2441,Uniformified 32-bit Hash Metric Distance,1.04597
2441,Uniformified 32-bit Symmetric Wrap Metric Distance,1.50686
2441,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00455181
2442,Uniformified 32-bit Hamming Metric Distance,-0.583092
2442,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0740426
2442,Uniformified 32-bit Hash Metric Distance,0.292036
2442,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0179065
2442,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000576183
2443,Uniformified 32-bit Hamming Metric Distance,0.0665933
2443,Uniformified 32-bit Approx Dual Streak Metric Distance,0.739626
2443,Uniformified 32-bit Hash Metric Distance,0.119624
2443,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00845972
2443,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00155643
2444,Uniformified 32-bit Hamming Metric Distance,1.00505
2444,Uniformified 32-bit Approx Dual Streak Metric Distance,0.748975
2444,Uniformified 32-bit Hash Metric Distance,0.512192
2444,Uniformified 32-bit Symmetric Wrap Metric Distance,1.36888
2444,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993829
2445,Uniformified 32-bit Hamming Metric Distance,1.19068
2445,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794921
2445,Uniformified 32-bit Hash Metric Distance,0.367149
2445,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0309828
2445,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998151
2446,Uniformified 32-bit Hamming Metric Distance,1.06584
2446,Uniformified 32-bit Approx Dual Streak Metric Distance,0.782222
2446,Uniformified 32-bit Hash Metric Distance,0.0855689
2446,Uniformified 32-bit Symmetric Wrap Metric Distance,0.140803
2446,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00278257
2447,Uniformified 32-bit Hamming Metric Distance,0.916708
2447,Uniformified 32-bit Approx Dual Streak Metric Distance,0.907909
2447,Uniformified 32-bit Hash Metric Distance,0.851746
2447,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00605068
2447,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00117329
2448,Uniformified 32-bit Hamming Metric Distance,-0.60489
2448,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.345515
2448,Uniformified 32-bit Hash Metric Distance,0.797477
2448,Uniformified 32-bit Symmetric Wrap Metric Distance,0.182048
2448,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00313683
2449,Uniformified 32-bit Hamming Metric Distance,0.490701
2449,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00659934
2449,Uniformified 32-bit Hash Metric Distance,1.15446
2449,Uniformified 32-bit Symmetric Wrap Metric Distance,1.40908
2449,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.987994
2450,Uniformified 32-bit Hamming Metric Distance,0.278722
2450,Uniformified 32-bit Approx Dual Streak Metric Distance,0.538696
2450,Uniformified 32-bit Hash Metric Distance,0.412144
2450,Uniformified 32-bit Symmetric Wrap Metric Distance,1.05686
2450,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992047
2451,Uniformified 32-bit Hamming Metric Distance,-0.0952405
2451,Uniformified 32-bit Approx Dual Streak Metric Distance,0.435306
2451,Uniformified 32-bit Hash Metric Distance,-0.476754
2451,Uniformified 32-bit Symmetric Wrap Metric Distance,0.931232
2451,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000823818
2452,Uniformified 32-bit Hamming Metric Distance,0.449405
2452,Uniformified 32-bit Approx Dual Streak Metric Distance,0.451505
2452,Uniformified 32-bit Hash Metric Distance,0.378608
2452,Uniformified 32-bit Symmetric Wrap Metric Distance,0.202922
2452,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0068224
2453,Uniformified 32-bit Hamming Metric Distance,1.19733
2453,Uniformified 32-bit Approx Dual Streak Metric Distance,1.5255
2453,Uniformified 32-bit Hash Metric Distance,0.352541
2453,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.000357494
2453,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00033
2454,Uniformified 32-bit Hamming Metric Distance,-0.278822
2454,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.512249
2454,Uniformified 32-bit Hash Metric Distance,0.0582565
2454,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00654765
2454,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00683989
2455,Uniformified 32-bit Hamming Metric Distance,-0.338116
2455,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0849915
2455,Uniformified 32-bit Hash Metric Distance,-0.439166
2455,Uniformified 32-bit Symmetric Wrap Metric Distance,0.531627
2455,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999973
2456,Uniformified 32-bit Hamming Metric Distance,1.08064
2456,Uniformified 32-bit Approx Dual Streak Metric Distance,1.03775
2456,Uniformified 32-bit Hash Metric Distance,0.231846
2456,Uniformified 32-bit Symmetric Wrap Metric Distance,0.99107
2456,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994993
2457,Uniformified 32-bit Hamming Metric Distance,0.267223
2457,Uniformified 32-bit Approx Dual Streak Metric Distance,0.27432
2457,Uniformified 32-bit Hash Metric Distance,-0.150166
2457,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00349189
2457,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00028302
2458,Uniformified 32-bit Hamming Metric Distance,-0.0358464
2458,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0432957
2458,Uniformified 32-bit Hash Metric Distance,0.426105
2458,Uniformified 32-bit Symmetric Wrap Metric Distance,0.359998
2458,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00613596
2459,Uniformified 32-bit Hamming Metric Distance,0.235526
2459,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
2459,Uniformified 32-bit Hash Metric Distance,-0.212784
2459,Uniformified 32-bit Symmetric Wrap Metric Distance,1.04016
2459,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995741
2460,Uniformified 32-bit Hamming Metric Distance,-0.252325
2460,Uniformified 32-bit Approx Dual Streak Metric Distance,0.374913
2460,Uniformified 32-bit Hash Metric Distance,0.101189
2460,Uniformified 32-bit Symmetric Wrap Metric Distance,0.880605
2460,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0117846
2461,Uniformified 32-bit Hamming Metric Distance,0.419158
2461,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
2461,Uniformified 32-bit Hash Metric Distance,0.921292
2461,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0752173
2461,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00116781
2462,Uniformified 32-bit Hamming Metric Distance,-0.20068
2462,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.286371
2462,Uniformified 32-bit Hash Metric Distance,0.964341
2462,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0903939
2462,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999629
2463,Uniformified 32-bit Hamming Metric Distance,-0.416308
2463,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.520598
2463,Uniformified 32-bit Hash Metric Distance,0.379738
2463,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000527569
2463,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999751
2464,Uniformified 32-bit Hamming Metric Distance,0.706179
2464,Uniformified 32-bit Approx Dual Streak Metric Distance,1.03015
2464,Uniformified 32-bit Hash Metric Distance,0.0459671
2464,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00405477
2464,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00381
2465,Uniformified 32-bit Hamming Metric Distance,0.0762924
2465,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0150485
2465,Uniformified 32-bit Hash Metric Distance,1.03883
2465,Uniformified 32-bit Symmetric Wrap Metric Distance,1.85175
2465,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00545058
2466,Uniformified 32-bit Hamming Metric Distance,0.278722
2466,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0811919
2466,Uniformified 32-bit Hash Metric Distance,0.50925
2466,Uniformified 32-bit Symmetric Wrap Metric Distance,0.684652
2466,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99838
2467,Uniformified 32-bit Hamming Metric Distance,1.62319
2467,Uniformified 32-bit Approx Dual Streak Metric Distance,0.837966
2467,Uniformified 32-bit Hash Metric Distance,-0.189882
2467,Uniformified 32-bit Symmetric Wrap Metric Distance,0.453123
2467,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00197966
2468,Uniformified 32-bit Hamming Metric Distance,-0.0384462
2468,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29532
2468,Uniformified 32-bit Hash Metric Distance,-0.336209
2468,Uniformified 32-bit Symmetric Wrap Metric Distance,0.971494
2468,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997201
2469,Uniformified 32-bit Hamming Metric Distance,1.5466
2469,Uniformified 32-bit Approx Dual Streak Metric Distance,0.881962
2469,Uniformified 32-bit Hash Metric Distance,0.258319
2469,Uniformified 32-bit Symmetric Wrap Metric Distance,0.694879
2469,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0034225
2470,Uniformified 32-bit Hamming Metric Distance,0.745875
2470,Uniformified 32-bit Approx Dual Streak Metric Distance,1.11539
2470,Uniformified 32-bit Hash Metric Distance,0.154983
2470,Uniformified 32-bit Symmetric Wrap Metric Distance,0.214367
2470,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997533
2471,Uniformified 32-bit Hamming Metric Distance,0.644336
2471,Uniformified 32-bit Approx Dual Streak Metric Distance,1.18773
2471,Uniformified 32-bit Hash Metric Distance,0.522442
2471,Uniformified 32-bit Symmetric Wrap Metric Distance,0.762198
2471,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0110774
2472,Uniformified 32-bit Hamming Metric Distance,0.276822
2472,Uniformified 32-bit Approx Dual Streak Metric Distance,0.516948
2472,Uniformified 32-bit Hash Metric Distance,0.270861
2472,Uniformified 32-bit Symmetric Wrap Metric Distance,0.436092
2472,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00233906
2473,Uniformified 32-bit Hamming Metric Distance,0.490701
2473,Uniformified 32-bit Approx Dual Streak Metric Distance,0.444506
2473,Uniformified 32-bit Hash Metric Distance,0.610916
2473,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00548251
2473,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99096
2474,Uniformified 32-bit Hamming Metric Distance,0.916708
2474,Uniformified 32-bit Approx Dual Streak Metric Distance,0.470653
2474,Uniformified 32-bit Hash Metric Distance,0.276161
2474,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0315782
2474,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991775
2475,Uniformified 32-bit Hamming Metric Distance,0.019548
2475,Uniformified 32-bit Approx Dual Streak Metric Distance,0.49945
2475,Uniformified 32-bit Hash Metric Distance,1.19691
2475,Uniformified 32-bit Symmetric Wrap Metric Distance,1.5526
2475,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0113145
2476,Uniformified 32-bit Hamming Metric Distance,0.494701
2476,Uniformified 32-bit Approx Dual Streak Metric Distance,0.891211
2476,Uniformified 32-bit Hash Metric Distance,0.878568
2476,Uniformified 32-bit Symmetric Wrap Metric Distance,1.06276
2476,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989441
2477,Uniformified 32-bit Hamming Metric Distance,1.02385
2477,Uniformified 32-bit Approx Dual Streak Metric Distance,0.454105
2477,Uniformified 32-bit Hash Metric Distance,-0.219864
2477,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0102668
2477,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00255476
2478,Uniformified 32-bit Hamming Metric Distance,0.671333
2478,Uniformified 32-bit Approx Dual Streak Metric Distance,0.930107
2478,Uniformified 32-bit Hash Metric Distance,0.975683
2478,Uniformified 32-bit Symmetric Wrap Metric Distance,1.56975
2478,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.988014
2479,Uniformified 32-bit Hamming Metric Distance,0.749875
2479,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
2479,Uniformified 32-bit Hash Metric Distance,0.395106
